#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-07-08T01:09:27 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5f04f1192611	
#INFO	-out.max=99999	
#INFO	queryParameters=29	
#-oc.form=dec
#-out.max=99999
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=II/246/out
#-nav=cat:II/246&tab:{II/246/out}&key:source=II/246&key:c=220.54852980992 11.96488163122&pos:220.54852980992 11.96488163122( 5.142666666666666 deg J2000)&HTTPPRM:&&-ref=VIZ5f04f1192611&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c=220.54852980992 11.96488163122&-c.eq=J2000&-c.r=2.5713&-c.u=deg&-c.geom=b&-order=I&-out=RAJ2000&-out=DEJ2000&-out=2MASS&-out=Jmag&-out=e_Jmag&-out=Hmag&-out=e_Hmag&-out=Kmag&-out=e_Kmag&-out=Qflg&-out=Rflg&-out=Bflg&-out=Cflg&-out=Xflg&-out=Aflg&-ignore=Opt=*&Opt=Opt&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=II/246/out
#-c=220.54852980992 11.96488163122
#-c.eq=J2000
#-c.r=2.5713
#-c.u=deg
#-c.geom=b
#-source=II/246/out
#-out=RAJ2000
#-out=DEJ2000
#-out=2MASS
#-out=Jmag
#-out=e_Jmag
#-out=Hmag
#-out=e_Hmag
#-out=Kmag
#-out=e_Kmag
#-out=Qflg
#-out=Rflg
#-out=Bflg
#-out=Cflg
#-out=Xflg
#-out=Aflg
#
#INFO	-c=220.548530+11.964882,bd=2.571300/2.5713	
#Constraint -bmark=POST

#RESOURCE=yCat_2246
#Name: II/246
#Title: 2MASS All-Sky Catalog of Point Sources (Cutri+ 2003)
#Table	II_246_out:
#Name: II/246/out
#Title: 2MASS Point Source Catalogue, output (on a total of 470,992,970 sources)
#Column	_r	(F8.6)	Distance from center (220.548530+11.964882)[FK5/J2000]	[ucd=pos.angDistance]
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	RAJ2000	(F10.6)	(ra) Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	(dec) Declination (J2000) (dec)	[ucd=pos.eq.dec;meta.main]
#Column	2MASS	(a17)	(designation) Source designation (1)	[ucd=meta.id;meta.main]
#Column	Jmag	(F6.3)	?(j_m) J selected default magnitude (2)	[ucd=phot.mag;em.IR.J]
#Column	e_Jmag	(F6.3)	?(j_msigcom) J total magnitude uncertainty (4)	[ucd=stat.error;phot.mag;em.IR.J]
#Column	Hmag	(F6.3)	?(h_m) H selected default magnitude (2)	[ucd=phot.mag;em.IR.H]
#Column	e_Hmag	(F6.3)	?(h_msigcom) H total magnitude uncertainty (4)	[ucd=stat.error;phot.mag;em.IR.H]
#Column	Kmag	(F6.3)	?(k_m) K selected default magnitude (2)	[ucd=phot.mag;em.IR.K]
#Column	e_Kmag	(F6.3)	?(k_msigcom) K total magnitude uncertainty (4)	[ucd=stat.error;phot.mag;em.IR.K]
#Column	Qflg	(A3)	(ph_qual) JHK Photometric quality flag (5)	[ucd=meta.code.qual;phot]
#Column	Rflg	(A3)	(rd_flg) Source of JHK default mag (6)	[ucd=meta.ref]
#Column	Bflg	(A3)	(bl_flg) JHK components fit to source (7)	[ucd=meta.code]
#Column	Cflg	(A3)	(cc_flg) Artifact contamination, confusion (8)	[ucd=meta.code]
#Column	Xflg	(I1)	[0,2] (gal_contam) Extended source contamination (10)	[ucd=meta.code]
#Column	Aflg	(I1)	[0,1] (mp_flg) Association with asteroid or comet (11)	[ucd=meta.code]
_r	_RAJ2000	_DEJ2000	RAJ2000	DEJ2000	2MASS	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	Qflg	Rflg	Bflg	Cflg	Xflg	Aflg
1.067640	219.77758800	+12.72163400	219.777588	+12.721634	14390662+1243178 	14.422	 0.028	13.926	 0.032	13.894	 0.054	AAA	222	111	000	0	0
1.067664	221.60852200	+12.22108500	221.608522	+12.221085	14462604+1213159 	16.493	 0.126	15.903	 0.184	15.290	 0.151	BCB	222	211	c00	0	0
1.067688	221.30167100	+12.73863900	221.301671	+12.738639	14451240+1244191 	14.841	 0.036	14.239	 0.054	14.046	 0.047	AAA	222	111	000	0	0
1.067779	221.38458000	+11.27964400	221.384580	+11.279644	14453229+1116467 	16.163	 0.099	15.680	 0.128	15.475	 0.213	ABD	222	111	000	0	0
1.067828	219.60717400	+12.50702300	219.607174	+12.507023	14382572+1230252 	15.908	 0.063	15.200	 0.079	14.832	 0.117	AAB	222	111	000	0	0
1.067829	221.08919000	+11.03775000	221.089190	+11.037750	14442140+1102159 	 9.662	 0.023	 9.114	 0.026	 9.011	 0.021	AAA	222	111	000	0	0
1.068073	221.50760600	+11.45610600	221.507606	+11.456106	14460182+1127219 	15.583	 0.078	15.110	 0.113	14.564	 0.121	ABB	222	111	000	0	0
1.068106	221.48231400	+12.51996000	221.482314	+12.519960	14455575+1231118 	15.383	 0.051	14.769	 0.070	14.614	 0.075	AAA	222	111	000	0	0
1.068180	219.79934400	+11.18877400	219.799344	+11.188774	14391184+1111195 	14.323	 0.034	13.679	 0.026	13.367	 0.034	AAA	222	111	000	0	0
1.068237	219.54920600	+12.39725800	219.549206	+12.397258	14381180+1223501 	16.568	 0.120	16.050	 0.154	15.358	      	BCU	220	110	000	0	0
1.068244	221.63156500	+12.10334300	221.631565	+12.103343	14463157+1206120 	12.701	 0.024	12.387	 0.028	12.386	 0.028	AAA	222	111	000	0	0
1.068260	221.18546200	+11.09786500	221.185462	+11.097865	14444451+1105523 	12.186	 0.023	11.583	 0.022	11.380	 0.021	AAA	222	111	000	0	0
1.068367	221.62710400	+11.79933200	221.627104	+11.799332	14463050+1147575 	16.540	 0.158	15.840	 0.201	15.899	 0.350	CCD	222	111	000	0	0
1.068373	219.48121500	+11.74055900	219.481215	+11.740559	14375549+1144260 	14.115	 0.035	13.803	 0.042	13.710	 0.062	AAA	222	111	000	0	0
1.068382	219.70431100	+11.28835300	219.704311	+11.288353	14384903+1117180 	14.010	 0.034	13.528	 0.024	13.368	 0.041	AAA	222	111	000	0	0
1.068458	219.46018600	+11.87739700	219.460186	+11.877397	14375044+1152386 	12.999	 0.024	12.624	 0.026	12.563	 0.031	AAA	222	111	000	0	0
1.068486	221.57668800	+11.60619200	221.576688	+11.606192	14461840+1136222 	15.044	 0.057	14.600	 0.078	14.267	 0.087	AAA	222	111	000	0	0
1.068494	221.63668100	+11.87476400	221.636681	+11.874764	14463280+1152291 	14.099	 0.030	13.598	 0.040	13.640	 0.040	AAA	222	111	000	0	0
1.068507	220.68138000	+10.90433800	220.681380	+10.904338	14424353+1054156 	15.275	 0.063	14.726	 0.074	14.539	 0.108	AAB	222	111	000	0	0
1.068586	219.71217900	+11.27874000	219.712179	+11.278740	14385092+1116434 	16.851	 0.178	16.464	 0.224	15.558	 0.239	CDD	222	111	000	0	0
1.068681	220.99173800	+12.94201300	220.991738	+12.942013	14435801+1256312 	13.994	 0.024	13.349	 0.030	13.226	 0.033	AAA	222	111	000	0	0
1.068685	220.70984400	+13.02189800	220.709844	+13.021898	14425036+1301188 	16.195	 0.088	15.752	 0.151	15.266	 0.183	ABC	222	111	000	0	0
1.068785	221.37971000	+11.27244200	221.379710	+11.272442	14453113+1116207 	15.473	 0.069	14.784	      	14.726	      	AUU	266	200	c00	0	0
1.068859	221.30085100	+12.74101700	221.300851	+12.741017	14451220+1244276 	15.925	 0.085	15.266	 0.106	15.186	 0.137	AAB	222	111	000	0	0
1.068865	219.55221200	+11.52788100	219.552212	+11.527881	14381253+1131403 	15.645	 0.077	15.325	 0.122	15.013	      	ABU	220	110	000	0	0
1.068876	219.45851700	+11.89324000	219.458517	+11.893240	14375004+1153356 	16.388	 0.105	16.111	 0.175	15.519	      	ACU	220	110	000	0	0
1.068907	219.74519300	+12.69058100	219.745193	+12.690581	14385884+1241260 	12.608	 0.019	12.287	 0.017	12.254	 0.024	AAA	222	111	000	0	0
1.069010	219.45733300	+12.02402900	219.457333	+12.024029	14374975+1201265 	16.855	 0.150	16.088	 0.159	15.504	      	BCU	220	110	000	0	0
1.069154	219.55599600	+11.51904500	219.555996	+11.519045	14381343+1131085 	11.873	 0.023	11.389	 0.023	11.289	 0.025	AAA	222	111	000	0	0
1.069288	220.13579700	+12.95531800	220.135797	+12.955318	14403259+1257191 	16.597	 0.132	15.416	 0.123	14.989	 0.137	BBB	222	111	000	0	0
1.069400	219.87682000	+11.12197000	219.876820	+11.121970	14393043+1107190 	15.184	 0.052	14.579	 0.046	14.683	 0.127	AAB	222	111	000	0	0
1.069403	221.07131500	+11.02617000	221.071315	+11.026170	14441711+1101342 	15.398	 0.054	15.091	 0.094	15.028	 0.136	AAB	222	111	000	0	0
1.069414	221.50669000	+11.45166800	221.506690	+11.451668	14460160+1127060 	14.138	 0.032	13.656	 0.039	13.257	 0.041	AAA	222	111	000	0	0
1.069570	221.63047300	+12.12089300	221.630473	+12.120893	14463131+1207152 	15.854	 0.096	15.146	 0.128	14.620	 0.101	ABA	222	111	000	0	0
1.069678	219.89769700	+11.10606000	219.897697	+11.106060	14393544+1106218 	16.298	 0.108	15.634	 0.135	15.208	 0.202	ABC	222	111	000	0	0
1.069738	220.00879100	+12.89575500	220.008791	+12.895755	14400210+1253447 	12.417	      	11.955	 0.028	11.848	 0.032	UAA	622	022	0cc	0	0
1.069746	220.61033800	+13.03292400	220.610338	+13.032924	14422648+1301585 	15.974	 0.074	15.560	 0.124	15.542	 0.212	ABD	222	111	000	0	0
1.069777	219.80392700	+12.74935100	219.803927	+12.749351	14391294+1244576 	12.569	 0.021	12.162	 0.023	12.102	 0.021	AAA	222	111	000	0	0
1.070083	219.53503000	+12.36927000	219.535030	+12.369270	14380840+1222093 	16.371	 0.102	15.879	 0.137	15.396	      	ABU	220	110	000	0	0
1.070158	219.45830800	+12.05499500	219.458308	+12.054995	14374999+1203179 	15.496	 0.051	14.889	 0.055	14.838	 0.120	AAB	222	111	000	0	0
1.070171	221.10484600	+11.04396000	221.104846	+11.043960	14442516+1102382 	15.656	 0.078	15.059	 0.091	14.880	 0.130	AAB	222	111	000	0	0
1.070269	220.42940600	+10.90100000	220.429406	+10.901000	14414305+1054036 	11.667	 0.026	11.186	 0.022	11.123	 0.023	AAA	222	111	000	0	0
1.070340	220.46391500	+13.03202900	220.463915	+13.032029	14415133+1301553 	11.604	 0.022	11.164	 0.032	11.069	 0.020	AAA	222	111	000	0	0
1.070456	219.61763600	+12.52907500	219.617636	+12.529075	14382823+1231446 	15.974	 0.070	15.391	 0.094	14.991	 0.137	AAB	222	111	000	0	0
1.070554	221.17471400	+12.84356300	221.174714	+12.843563	14444193+1250368 	15.914	 0.074	15.620	 0.125	15.907	 0.244	ABD	222	111	000	0	0
1.070568	221.53150100	+11.49602300	221.531501	+11.496023	14460756+1129456 	15.086	 0.046	14.526	 0.069	14.418	 0.102	AAA	222	111	000	0	0
1.070603	221.63306900	+12.11023000	221.633069	+12.110230	14463193+1206368 	15.177	 0.050	14.565	 0.063	14.340	 0.073	AAA	222	111	000	0	0
1.070739	220.00887500	+12.89695300	220.008875	+12.896953	14400213+1253490 	13.402	      	14.714	 0.073	14.416	 0.087	UAA	622	022	0cc	0	0
1.071017	219.45612200	+11.89615500	219.456122	+11.896155	14374946+1153461 	16.762	 0.138	16.463	      	15.745	 0.275	BUD	202	101	000	0	0
1.071154	219.88915100	+11.11048600	219.889151	+11.110486	14393339+1106377 	15.899	 0.092	15.236	 0.091	14.548	 0.109	AAB	222	111	000	0	0
1.071187	221.09168600	+11.03528100	221.091686	+11.035281	14442200+1102070 	13.949	 0.022	13.590	 0.027	13.539	 0.043	AAA	222	111	ccc	0	0
1.071302	219.94096000	+12.85684900	219.940960	+12.856849	14394583+1251246 	16.281	 0.100	15.474	 0.127	15.301	      	ABU	220	110	000	0	0
1.071387	221.41689300	+12.61910000	221.416893	+12.619100	14454005+1237087 	12.181	 0.023	11.766	 0.032	11.744	 0.030	AAA	222	111	000	0	0
1.071397	221.53277700	+12.43650000	221.532777	+12.436500	14460786+1226114 	15.363	 0.060	14.790	 0.073	14.532	 0.075	AAA	222	111	000	0	0
1.071407	220.60599400	+10.89495600	220.605994	+10.894956	14422543+1053418 	13.351	 0.027	13.038	 0.036	12.993	 0.037	AAA	222	111	000	0	0
1.071408	221.62175300	+12.18050800	221.621753	+12.180508	14462922+1210498 	16.554	 0.144	15.711	 0.162	15.494	 0.178	BCC	222	111	000	0	0
1.071515	221.62379100	+12.17103600	221.623791	+12.171036	14462970+1210157 	12.743	 0.026	12.467	 0.031	12.301	 0.028	AAA	222	111	000	0	0
1.071539	220.45809600	+13.03277700	220.458096	+13.032777	14414994+1301579 	17.401	 0.285	16.162	 0.212	15.851	 0.242	DDD	222	111	c00	0	0
1.071554	219.46693400	+11.79764600	219.466934	+11.797646	14375206+1147515 	16.152	 0.142	15.533	 0.142	15.288	 0.216	BBD	222	111	000	0	0
1.071707	219.45449400	+11.91142400	219.454494	+11.911424	14374907+1154411 	16.879	 0.150	16.555	      	15.419	      	BUU	200	100	000	0	0
1.071707	221.56628500	+12.36328600	221.566285	+12.363286	14461590+1221478 	14.074	 0.031	13.850	 0.047	13.867	 0.046	AAA	222	111	000	0	0
1.071799	221.59578700	+12.28171500	221.595787	+12.281715	14462298+1216541 	14.409	 0.034	14.045	 0.045	13.955	 0.052	AAA	222	111	000	0	0
1.071866	221.38770900	+12.65531300	221.387709	+12.655313	14453305+1239191 	14.817	 0.045	14.646	 0.069	14.406	 0.076	AAA	222	111	000	0	0
1.071901	220.29445500	+10.92230800	220.294455	+10.922308	14411066+1055203 	16.205	 0.118	15.552	 0.149	14.907	 0.126	BBB	222	111	000	0	0
1.071925	221.10522900	+12.88871500	221.105229	+12.888715	14442525+1253193 	16.733	 0.132	16.003	 0.191	15.545	 0.215	BCC	222	111	000	0	0
1.071988	220.93421900	+10.96174600	220.934219	+10.961746	14434421+1057422 	16.040	 0.119	15.394	 0.141	15.568	 0.283	BBD	222	111	000	0	0
1.072093	219.51382100	+12.32003600	219.513821	+12.320036	14380331+1219121 	16.279	 0.102	15.724	 0.115	15.328	      	ABU	220	110	000	0	0
1.072127	220.72256600	+13.02345900	220.722566	+13.023459	14425341+1301244 	13.592	 0.025	12.981	 0.024	12.881	 0.028	AAA	222	111	000	0	0
1.072134	219.76174100	+12.71235200	219.761741	+12.712352	14390281+1242444 	16.594	 0.116	15.781	      	15.196	      	BUU	200	100	000	0	0
1.072257	219.68091000	+12.62146800	219.680910	+12.621468	14384341+1237172 	15.748	 0.067	15.054	 0.074	14.976	 0.128	AAB	222	111	000	0	0
1.072450	219.55062200	+12.41066100	219.550622	+12.410661	14381214+1224383 	16.757	 0.147	16.103	 0.164	17.175	      	BCU	220	110	000	0	0
1.072544	220.54996400	+13.03742500	220.549964	+13.037425	14421199+1302147 	15.658	 0.061	15.227	 0.087	15.479	 0.218	AAD	222	111	000	0	0
1.072634	220.27625600	+13.00405300	220.276256	+13.004053	14410630+1300145 	14.452	 0.036	14.104	 0.033	13.992	 0.052	AAA	222	111	000	0	0
1.072671	221.58574300	+12.31473100	221.585743	+12.314731	14462057+1218530 	16.329	 0.118	16.402	 0.285	15.776	 0.220	BDD	222	111	000	0	0
1.072762	219.65425300	+11.34541800	219.654253	+11.345418	14383702+1120435 	12.398	 0.026	11.999	 0.024	11.963	 0.024	AAA	222	111	000	0	0
1.072803	221.25158600	+12.78910000	221.251586	+12.789100	14450038+1247207 	16.577	 0.117	15.716	 0.147	16.041	      	BBU	220	110	000	0	0
1.072879	220.88256900	+12.98698600	220.882569	+12.986986	14433181+1259131 	13.928	 0.024	13.545	 0.028	13.420	 0.039	AAA	222	111	000	0	0
1.072897	220.15605100	+10.96330400	220.156051	+10.963304	14403745+1057478 	16.304	 0.120	15.941	 0.163	15.351	 0.216	BCC	222	111	000	0	0
1.073086	221.50536500	+12.49124500	221.505365	+12.491245	14460128+1229284 	16.510	 0.136	16.357	 0.287	15.773	 0.212	BDC	222	111	000	0	0
1.073313	220.89117200	+10.94545500	220.891172	+10.945455	14433388+1056436 	15.088	 0.057	14.742	 0.083	14.573	 0.112	AAB	222	111	000	0	0
1.073357	221.08145200	+11.02713100	221.081452	+11.027131	14441954+1101376 	13.831	 0.058	13.154	 0.068	12.757	 0.057	AAA	222	111	000	0	0
1.073361	219.79482100	+12.74593700	219.794821	+12.745937	14391075+1244453 	16.636	 0.127	15.920	 0.141	16.492	      	BBU	220	110	000	0	0
1.073513	221.42396200	+11.31892100	221.423962	+11.318921	14454175+1119081 	16.675	 0.184	15.921	 0.220	15.360	 0.210	CDC	222	111	000	0	0
1.073751	221.42042100	+11.31396000	221.420421	+11.313960	14454090+1118502 	15.567	 0.070	15.175	 0.114	14.876	 0.128	ABB	222	111	000	0	0
1.073844	219.92262000	+11.08339300	219.922620	+11.083393	14394142+1105002 	16.850	 0.230	16.373	 0.260	15.496	 0.229	DDD	222	111	000	0	0
1.073983	220.21490600	+10.94188300	220.214906	+10.941883	14405157+1056307 	16.270	 0.129	15.693	 0.153	16.685	      	BBU	220	110	000	0	0
1.074210	221.00196000	+10.98688800	221.001960	+10.986888	14440047+1059127 	16.313	 0.140	15.429	 0.129	15.257	      	BBU	220	110	000	0	0
1.074236	221.62033700	+11.73325800	221.620337	+11.733258	14462888+1143597 	16.655	 0.158	15.777	 0.199	15.453	 0.230	CCD	222	111	000	0	0
1.074261	220.11331500	+12.95151500	220.113315	+12.951515	14402719+1257054 	13.465	 0.023	13.017	 0.026	12.886	 0.028	AAA	222	111	000	0	0
1.074270	220.21535000	+12.98871400	220.215350	+12.988714	14405168+1259193 	16.839	 0.160	16.326	 0.238	15.555	 0.216	CDD	222	111	000	0	0
1.074278	219.96584700	+12.87607200	219.965847	+12.876072	14395180+1252338 	16.439	 0.118	15.688	 0.142	14.975	 0.146	BBB	222	111	000	0	0
1.074393	219.80942700	+11.17114100	219.809427	+11.171141	14391426+1110161 	14.206	 0.036	13.733	 0.035	13.641	 0.045	AAA	222	111	000	0	0
1.074416	221.63249700	+12.13986000	221.632497	+12.139860	14463179+1208234 	16.102	 0.093	15.533	 0.129	15.513	 0.180	ABC	222	111	000	0	0
1.074439	219.61879200	+11.39440800	219.618792	+11.394408	14382851+1123398 	16.777	 0.160	16.263	 0.180	16.153	      	CCU	220	110	000	0	0
1.074488	221.11744100	+11.04632300	221.117441	+11.046323	14442818+1102467 	11.788	 0.024	11.446	 0.027	11.356	 0.023	AAA	222	111	000	0	0
1.074532	221.60580500	+12.25814100	221.605805	+12.258141	14462539+1215293 	16.540	 0.137	15.869	 0.171	15.378	      	BCU	220	110	000	0	0
1.074584	221.00765200	+12.94148000	221.007652	+12.941480	14440183+1256293 	15.079	 0.038	14.633	 0.055	14.644	 0.094	AAA	222	111	000	0	0
1.074599	219.52437600	+11.57818800	219.524376	+11.578188	14380585+1134414 	16.010	 0.113	15.389	 0.124	15.121	 0.194	BBC	222	111	000	0	0
1.074602	221.37734800	+11.26083900	221.377348	+11.260839	14453056+1115390 	13.608	 0.024	12.934	 0.023	12.781	 0.031	AAA	222	111	000	0	0
1.074612	219.45436200	+12.06212400	219.454362	+12.062124	14374904+1203436 	15.713	 0.061	15.239	 0.075	15.202	 0.168	AAC	222	111	000	0	0
1.074679	220.01086300	+11.02821700	220.010863	+11.028217	14400260+1101415 	15.888	 0.102	15.150	 0.149	14.538	 0.121	ABB	222	111	000	0	0
1.074909	221.63219400	+11.78925000	221.632194	+11.789250	14463172+1147213 	14.945	 0.041	14.323	 0.056	14.039	 0.071	AAA	222	111	000	0	0
1.075134	220.51331400	+10.89030200	220.513314	+10.890302	14420319+1053250 	14.004	 0.029	13.498	 0.035	13.389	 0.047	AAA	222	111	000	0	0
1.075134	221.33105100	+11.21103000	221.331051	+11.211030	14451945+1112397 	14.326	 0.030	13.879	 0.022	13.823	 0.054	AAA	222	111	000	0	0
1.075207	220.01285300	+12.90426000	220.012853	+12.904260	14400308+1254153 	15.853	 0.072	15.733	 0.143	15.278	 0.184	ABC	222	111	000	0	0
1.075212	221.26446000	+12.78162500	221.264460	+12.781625	14450347+1246538 	14.959	 0.043	14.586	 0.051	14.500	 0.064	AAA	222	111	000	0	0
1.075373	220.73333100	+13.02501100	220.733331	+13.025011	14425599+1301300 	14.947	 0.036	14.407	 0.051	14.398	 0.085	AAA	222	111	000	0	0
1.075501	219.68444200	+12.63116900	219.684442	+12.631169	14384426+1237522 	16.400	 0.110	15.664	 0.133	15.231	 0.166	BBC	222	111	000	0	0
1.075532	221.62463900	+12.18724700	221.624639	+12.187247	14462991+1211140 	15.051	 0.043	14.647	 0.070	14.519	 0.076	AAA	222	111	000	0	0
1.075559	220.07828000	+10.99305000	220.078280	+10.993050	14401878+1059349 	14.809	 0.042	14.467	 0.058	14.454	 0.107	AAA	222	111	000	0	0
1.075575	219.46807000	+12.16607200	219.468070	+12.166072	14375233+1209578 	16.015	 0.069	15.925	 0.142	15.152	      	ABU	220	110	000	0	0
1.075627	219.74292700	+11.23397400	219.742927	+11.233974	14385830+1114023 	16.978	 0.180	16.506	 0.236	15.788	 0.258	CDD	222	111	000	0	0
1.075705	219.85173400	+11.13356400	219.851734	+11.133564	14392441+1108008 	16.115	 0.087	15.731	 0.099	15.634	 0.231	ABD	222	111	000	0	0
1.076072	221.52543900	+11.47197800	221.525439	+11.471978	14460610+1128191 	16.350	 0.120	15.909	 0.208	15.431	 0.229	BCD	222	111	000	0	0
1.076138	221.58889000	+12.31645300	221.588890	+12.316453	14462133+1218592 	16.597	 0.136	15.611	 0.134	15.596	 0.191	BBC	222	111	000	0	0
1.076409	221.20315900	+11.10044300	221.203159	+11.100443	14444875+1106015 	14.685	 0.041	14.106	 0.027	13.823	 0.050	AAA	222	111	000	0	0
1.076444	219.68221800	+11.30248900	219.682218	+11.302489	14384373+1118089 	16.634	 0.132	16.273	 0.226	15.025	 0.136	BDB	222	111	000	0	0
1.076632	219.99748700	+11.03345100	219.997487	+11.033451	14395939+1102004 	16.131	 0.108	15.552	 0.153	15.179	 0.183	ABC	222	111	000	0	0
1.076857	219.85794300	+11.12713100	219.857943	+11.127131	14392590+1107376 	16.568	 0.157	16.302	 0.220	15.437	 0.215	CDC	222	111	000	0	0
1.076865	219.51709900	+11.59056000	219.517099	+11.590560	14380410+1135260 	15.813	 0.104	15.056	 0.101	15.116	 0.203	AAC	222	111	000	0	0
1.076938	221.59151600	+11.62221300	221.591516	+11.622213	14462196+1137199 	15.637	 0.078	15.101	 0.104	15.094	 0.170	AAC	222	111	000	0	0
1.076948	220.29453900	+13.01289100	220.294539	+13.012891	14411068+1300464 	16.566	 0.143	16.185	      	16.382	      	BUU	200	100	000	0	0
1.077056	220.05184000	+12.92655400	220.051840	+12.926554	14401244+1255355 	16.425	 0.126	15.964	 0.167	15.264	 0.172	BCC	222	111	000	0	0
1.077433	220.42889500	+13.03596500	220.428895	+13.035965	14414293+1302094 	11.593	 0.023	11.141	 0.028	11.034	 0.020	AAA	222	111	000	0	0
1.077489	219.70758700	+12.66199800	219.707587	+12.661998	14384982+1239431 	14.837	 0.035	14.290	 0.038	14.286	 0.077	AAA	222	111	000	0	0
1.077601	220.01689200	+11.02158200	220.016892	+11.021582	14400405+1101176 	16.669	 0.169	15.907	 0.173	15.237	 0.184	CCC	222	111	000	0	0
1.077606	219.45379000	+11.84744300	219.453790	+11.847443	14374890+1150507 	14.435	 0.037	14.084	 0.048	13.824	 0.071	AAA	222	111	000	0	0
1.077818	220.20068300	+10.94240000	220.200683	+10.942400	14404816+1056326 	15.462	 0.059	14.874	 0.077	14.358	 0.088	AAA	222	111	000	0	0
1.078024	221.25786300	+11.14076300	221.257863	+11.140763	14450188+1108267 	14.771	 0.039	14.279	 0.046	14.294	 0.077	AAA	222	111	000	0	0
1.078038	221.25426100	+11.13778400	221.254261	+11.137784	14450102+1108160 	13.367	 0.030	12.976	 0.030	12.939	 0.032	AAA	222	111	000	0	0
1.078232	219.44902200	+12.04205800	219.449022	+12.042058	14374776+1202314 	16.044	 0.079	15.717	 0.117	15.382	 0.197	ABC	222	111	000	0	0
1.078281	221.10324600	+12.89721500	221.103246	+12.897215	14442477+1253499 	15.381	 0.049	14.701	 0.059	14.289	 0.069	AAA	222	111	000	0	0
1.078283	221.04342400	+12.92881000	221.043424	+12.928810	14441042+1255437 	14.345	 0.028	13.957	 0.036	13.935	 0.054	AAA	222	111	000	0	0
1.078319	221.31077000	+11.18695700	221.310770	+11.186957	14451458+1111130 	16.433	 0.133	15.458	 0.106	15.189	 0.153	BAC	222	111	000	0	0
1.078332	219.54105700	+12.40422300	219.541057	+12.404223	14380985+1224152 	15.936	 0.074	15.258	 0.075	15.086	 0.148	AAB	222	111	000	0	0
1.078419	219.56077700	+12.44545100	219.560777	+12.445451	14381458+1226436 	16.437	 0.104	15.782	 0.120	15.328	 0.184	ABC	222	111	000	0	0
1.078500	220.77075600	+10.90860500	220.770756	+10.908605	14430498+1054309 	15.235	 0.056	14.767	 0.075	14.905	 0.149	AAC	222	111	000	0	0
1.078577	221.65087300	+11.94701600	221.650873	+11.947016	14463620+1156492 	16.460	 0.183	16.111	 0.202	15.403	 0.233	CCD	222	111	000	0	0
1.078585	220.99754800	+10.98014300	220.997548	+10.980143	14435941+1058485 	16.080	 0.113	15.352	 0.131	14.969	 0.158	BBC	222	111	000	0	0
1.078825	221.58286500	+11.59259100	221.582865	+11.592591	14461988+1135333 	16.340	 0.139	16.057	 0.239	15.266	      	BDU	220	110	000	0	0
1.078833	221.50377200	+12.50560600	221.503772	+12.505606	14460090+1230201 	15.542	 0.062	15.012	 0.090	14.940	 0.100	AAA	222	111	000	0	0
1.078838	220.53925500	+13.04368200	220.539255	+13.043682	14420942+1302372 	16.510	      	16.026	 0.191	14.982	 0.138	UCB	022	011	000	0	0
1.079104	219.44872000	+11.88409900	219.448720	+11.884099	14374769+1153027 	16.596	 0.131	16.055	 0.165	15.137	 0.162	BCC	222	111	000	0	0
1.079257	219.46727600	+12.18129400	219.467276	+12.181294	14375214+1210526 	15.794	 0.060	15.530	 0.102	14.752	 0.108	AAA	222	111	000	0	0
1.079488	221.44120700	+12.60088200	221.441207	+12.600882	14454588+1236031 	17.125	 0.235	16.228	 0.254	15.675	 0.193	DDC	222	111	0c0	0	0
1.079697	221.45804600	+12.57799200	221.458046	+12.577992	14454993+1234407 	17.134	 0.226	15.949	 0.202	16.252	 0.328	DCD	222	111	000	0	0
1.079722	219.45189700	+11.84498900	219.451897	+11.844989	14374845+1150419 	16.516	 0.196	15.708	 0.191	15.466	 0.262	CCD	222	111	000	0	0
1.079781	221.65073300	+12.02442800	221.650733	+12.024428	14463617+1201279 	16.594	 0.159	15.930	 0.206	15.486	 0.179	CCC	222	111	000	0	0
1.079879	221.58476800	+12.33896100	221.584768	+12.338961	14462034+1220202 	16.317	      	15.769	 0.164	15.533	 0.186	UCC	022	011	000	0	0
